Industry,Funding Stage,Product Stage,Backend Tech Stack,Frontend Tech,Compute Platform,AMD Platform Used,Primary Model Used,Founded Year,Total Funding ($),Team Size,Monthly Recurring Revenue ($),Valuation ($),Customer Base,"Fireworks AI Credits Used ($, cumulative)",Social Media Followers,Success Score
Developer Tools,Pre-Seed,Idea / Concept,"TypeScript, Fastify",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2026,913.0,2,81.0,10300.0,47,3.81,464,5.2
Developer Tools,Series A,Public Beta,"Node.js, Express",Next.js,Fireworks AI API,—,GPT-OSS-120B (high),2025,54307.0,8,3297.3,421700.0,434,125.2,409,10.0
Creative & Media AI,Pre-Seed,MVP,"Node.js, Express",Vue,Own AMD GPU cluster,AMD Radeon PRO W7900,Llama 3.1 8B,2025,1469.0,2,61.0,10900.0,146,0.0,2869,9.9
Voice & Audio AI,Pre-Seed,Prototype,"Node.js, NestJS",Svelte,Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2025,184.0,5,18.7,1700.0,8,0.0,5120,7.4
Logistics & Supply Chain AI,Bootstrapped,Private Beta,"Java, Spring Boot",Svelte,Fireworks AI API,—,Kimi K2.6,2025,55.0,1,1.7,1700.0,21,12.34,321,3.0
FinTech AI,Bootstrapped,MVP,"Node.js, Express",Flutter (Dart),Fireworks AI API,—,GLM 5.1,2023,22.0,2,0.6,4200.0,91,227.68,691,9.6
EdTech AI,Seed,Private Beta,"Java, Spring Boot",Next.js,Fireworks AI API,—,Kimi K2.5,2024,6783.0,11,246.3,53200.0,44,530.75,3504,10.0
Logistics & Supply Chain AI,Bootstrapped,Private Beta,"Java, Quarkus",React,Fireworks AI API,—,DeepSeek V4 Flash,2024,94.0,1,7.2,4500.0,35,34.81,4456,6.5
Cybersecurity AI,Pre-Seed,Private Beta,"Java, Quarkus",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Llama 3.1 70B,2024,495.0,5,26.9,2200.0,170,0.0,1150,9.7
EdTech AI,Bootstrapped,Private Beta,"Java, Quarkus",React,Fireworks AI API,—,MiniMax-M2.7,2025,95.0,3,0.7,3900.0,62,17.67,1912,6.0
EdTech AI,Pre-Seed,Prototype,"Node.js, Express",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2025,1106.0,4,20.0,8200.0,43,20.95,2710,7.0
HealthTech AI,Pre-Seed,Public Beta,"TypeScript, Fastify",React,Fireworks AI API,—,DeepSeek V4 Pro,2026,1409.0,2,0.0,5700.0,87,9.01,2015,6.2
Logistics & Supply Chain AI,Bootstrapped,MVP,"Java, Spring Boot",React,Own AMD GPU cluster,AMD Instinct MI325X,Gemma 2 9B,2025,84.0,2,5.7,4300.0,11,0.0,1016,5.9
Voice & Audio AI,Bootstrapped,Launched,"Java, Quarkus",Next.js,Fireworks AI API,—,DeepSeek V4 Flash,2025,48.0,2,1.9,1700.0,63,14.5,7309,6.4
Enterprise SaaS,Pre-Seed,MVP,"Node.js, GraphQL",React,Fireworks AI API,—,Kimi K2.5,2025,687.0,2,26.8,7500.0,28,89.69,3499,10.0
Legal & Compliance AI,Pre-Seed,Idea / Concept,"Java, Spring Boot + Kafka",Svelte,Fireworks AI API,—,Kimi K2.6,2026,609.0,4,3.6,3900.0,30,14.56,1473,5.9
Logistics & Supply Chain AI,Bootstrapped,Public Beta,"Node.js, Express",React Native,Fireworks AI API,—,MiniMax-M2.7,2024,127.0,3,0.6,1200.0,38,6.02,2082,4.5
Gaming AI,Bootstrapped,Prototype,"Java, Spring Boot",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2025,11.0,1,0.0,2300.0,40,222.44,1417,9.8
Legal & Compliance AI,Bootstrapped,Launched,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2024,12.0,1,0.2,2900.0,24,85.72,10603,8.3
Enterprise SaaS,Bootstrapped,Private Beta,"Java, Micronaut",Flutter (Dart),Fireworks AI API,—,GPT-OSS-120B (high),2025,106.0,3,13.4,4400.0,67,23.18,290,6.8
E-commerce AI,Angel,MVP,"Java, Spring Boot",React Native,Own AMD GPU cluster,AMD Radeon PRO W7900,Gemma 2 9B,2026,2862.0,4,66.1,26600.0,21,0.0,4069,10.0
E-commerce AI,Bootstrapped,MVP,"Java, Quarkus",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2025,13.0,3,0.3,3200.0,32,7.8,3287,4.8
Gaming AI,Bootstrapped,Public Beta,"Node.js, Express",React,Fireworks AI API,—,MiniMax-M2.7,2024,88.0,1,0.2,2900.0,30,30.22,2708,5.1
Voice & Audio AI,Bootstrapped,Public Beta,"Java, Spring Boot + Kafka",Svelte,Own AMD GPU cluster,AMD Radeon PRO W7900,SDXL Turbo,2025,68.0,3,1.1,2500.0,0,0.0,2435,5.8
Creative & Media AI,Angel,Prototype,"Node.js, GraphQL",Svelte,Fireworks AI API,—,DeepSeek V4 Flash,2025,2373.0,6,22.7,13400.0,150,13.47,6568,10.0
E-commerce AI,Pre-Seed,MVP,"Node.js, NestJS",Svelte,Own AMD GPU cluster,AMD Radeon PRO W7900,Whisper Large v3,2025,828.0,3,164.2,9600.0,64,0.0,1583,9.6
EdTech AI,Seed,Public Beta,"TypeScript, Fastify",Vue,Fireworks AI API,—,Kimi K2.5,2024,9080.0,5,483.9,48900.0,4,155.85,1842,10.0
Legal & Compliance AI,Bootstrapped,Private Beta,"TypeScript, Fastify",Svelte,Own AMD GPU cluster,AMD Instinct MI250,Whisper Large v3,2025,38.0,2,2.7,700.0,87,0.0,3223,6.0
E-commerce AI,Pre-Seed,Private Beta,"Java, Micronaut",React,Own AMD GPU cluster,AMD Radeon PRO W7900,Llama 3.1 70B,2025,582.0,5,11.1,4700.0,38,0.0,45,7.1
Robotics & Vision AI,Bootstrapped,Private Beta,"Java, Spring Boot + Kafka",Flutter (Dart),Fireworks AI API,—,Kimi K2.5,2025,8.0,3,0.3,1200.0,1,65.68,111,6.8
E-commerce AI,Seed,Prototype,"Node.js, GraphQL",Vue,Fireworks AI API,—,Kimi K2.5,2023,6240.0,9,120.7,34800.0,41,48.38,1759,10.0
Robotics & Vision AI,Pre-Seed,Launched,"Java, Spring Boot + Kafka",Svelte,Fireworks AI API,—,MiniMax-M2.7,2024,465.0,3,10.5,7100.0,3,31.15,71,6.4
Voice & Audio AI,Bootstrapped,Public Beta,"Node.js, GraphQL",Svelte,Fireworks AI API,—,MiniMax-M2.7,2023,29.0,3,2.7,4400.0,6,15.03,975,4.8
Legal & Compliance AI,Pre-Seed,Public Beta,"Java, Spring Boot",Svelte,Own AMD GPU cluster,ROCm on MI250 cluster,Qwen2.5 32B,2025,978.0,4,43.8,7600.0,27,0.0,401,7.4
Legal & Compliance AI,Seed,Prototype,"TypeScript, Fastify",React Native,Own AMD GPU cluster,AMD Radeon PRO W7900,Whisper Large v3,2023,3240.0,11,41.1,12300.0,111,0.0,228,10.0
Voice & Audio AI,Seed,Prototype,"TypeScript, Fastify",React Native,Own AMD GPU cluster,ROCm on MI300X cluster,Mistral 7B,2025,19410.0,3,630.7,150900.0,19,0.0,6059,10.0
Robotics & Vision AI,Bootstrapped,Launched,"Java, Quarkus",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2026,100.0,3,1.4,5000.0,24,6.13,904,5.4
Cybersecurity AI,Angel,Public Beta,"Java, Spring Boot + Kafka",Vue,Fireworks AI API,—,Kimi K2.5,2026,1895.0,3,107.8,17900.0,24,3.58,2357,9.7
Climate & Energy AI,Seed,MVP,"Java, Quarkus",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Pro,2025,7031.0,9,803.6,27800.0,22,175.12,6577,10.0
Robotics & Vision AI,Series A,Private Beta,"TypeScript, Fastify",Next.js,Fireworks AI API,—,GPT-OSS-120B (high),2023,35524.0,16,5861.5,313500.0,67,385.74,5693,10.0
Legal & Compliance AI,Series A,Launched,"Node.js, Express",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2025,64924.0,11,3599.5,451900.0,90,0.0,1926,10.0
Legal & Compliance AI,Seed,Prototype,"Java, Spring Boot",Next.js,Own AMD GPU cluster,AMD Instinct MI325X,Whisper Large v3,2024,19870.0,6,623.2,134700.0,208,0.0,3942,10.0
Developer Tools,Pre-Seed,Private Beta,"Node.js, Express",Svelte,Fireworks AI API,—,MiniMax-M2.7,2025,1157.0,4,47.0,9900.0,7,5.24,1910,5.9
Climate & Energy AI,Angel,MVP,"Java, Quarkus",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Mixtral 8x7B,2025,465.0,6,1.2,8800.0,145,0.0,937,10.0
Robotics & Vision AI,Seed,Public Beta,"Java, Spring Boot",React,Fireworks AI API,—,GLM 5.1,2025,5788.0,10,352.3,39800.0,18,114.9,416,10.0
HealthTech AI,Seed,Public Beta,"Java, Spring Boot + Kafka",Vue,Fireworks AI API,—,Kimi K2.6,2025,2593.0,9,309.4,11300.0,109,85.57,484,10.0
Enterprise SaaS,Series A,Private Beta,"Java, Micronaut",Vue,Fireworks AI API,—,Kimi K2.6,2025,43727.0,16,1392.6,225500.0,37,489.75,3229,10.0
Creative & Media AI,Pre-Seed,MVP,"Java, Micronaut",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2023,1002.0,2,17.6,12100.0,4,29.13,4104,7.3
E-commerce AI,Bootstrapped,Idea / Concept,"Node.js, GraphQL",React Native,Fireworks AI API,—,Kimi K2.5,2023,39.0,1,3.1,5000.0,60,135.91,2305,9.3
Gaming AI,Bootstrapped,Prototype,"TypeScript, Fastify",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2024,66.0,1,0.2,5200.0,56,154.11,3038,10.0
Developer Tools,Angel,Idea / Concept,"Node.js, NestJS",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2024,1478.0,6,30.2,10000.0,14,71.37,4341,10.0
Voice & Audio AI,Bootstrapped,Public Beta,"Java, Quarkus",Next.js,Own AMD GPU cluster,AMD Instinct MI300X,SDXL Turbo,2026,86.0,3,7.4,2200.0,42,0.0,206,5.6
Legal & Compliance AI,Pre-Seed,MVP,"TypeScript, Fastify",Svelte,Own AMD GPU cluster,ROCm on MI250 cluster,Stable Diffusion XL,2024,762.0,4,24.6,8700.0,21,0.0,949,7.0
Enterprise SaaS,Bootstrapped,MVP,"Node.js, GraphQL",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,Mistral 7B,2025,119.0,2,14.0,2500.0,95,0.0,1028,7.1
Gaming AI,Bootstrapped,Private Beta,"TypeScript, Fastify",React Native,Fireworks AI API,—,DeepSeek V4 Flash,2024,36.0,1,4.2,1300.0,152,11.33,517,6.0
Cybersecurity AI,Pre-Seed,Idea / Concept,"Java, Spring Boot",React Native,Fireworks AI API,—,Kimi K2.5,2025,412.0,3,6.4,3800.0,11,70.83,855,8.4
Enterprise SaaS,Angel,Prototype,"Node.js, GraphQL",React,Own AMD GPU cluster,AMD Instinct MI250,Mistral 7B,2026,2848.0,5,121.1,20200.0,8,0.0,1271,10.0
FinTech AI,Pre-Seed,Private Beta,"Java, Spring Boot",Svelte,Own AMD GPU cluster,ROCm on MI300X cluster,Stable Diffusion XL,2025,1233.0,4,133.5,12800.0,60,0.0,63,8.9
Enterprise SaaS,Pre-Seed,Private Beta,"Java, Quarkus",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Llama 3.1 8B,2025,930.0,3,26.2,9000.0,4,0.0,1782,7.3
Creative & Media AI,Pre-Seed,Public Beta,"Java, Micronaut",React,Own AMD GPU cluster,ROCm on MI300X cluster,Mixtral 8x7B,2023,1264.0,3,44.7,9900.0,82,0.0,201,8.9
Developer Tools,Seed,Private Beta,"Java, Quarkus",Svelte,Fireworks AI API,—,GLM 5.1,2025,8381.0,8,587.6,59300.0,113,227.22,1874,10.0
E-commerce AI,Pre-Seed,MVP,"Node.js, NestJS",Next.js,Own AMD GPU cluster,ROCm on MI300X cluster,Llama 3.1 8B,2024,446.0,5,55.7,8400.0,74,0.0,3177,9.6
Legal & Compliance AI,Bootstrapped,Idea / Concept,"Java, Quarkus",Next.js,Own AMD GPU cluster,AMD Radeon PRO W7900,CodeLlama 34B,2025,48.0,1,5.8,3800.0,62,0.0,851,5.2
Creative & Media AI,Bootstrapped,Prototype,"Java, Micronaut",React,Own AMD GPU cluster,AMD Instinct MI325X,CodeLlama 34B,2026,84.0,1,1.6,4100.0,25,0.0,775,5.6
Legal & Compliance AI,Bootstrapped,Prototype,"Java, Micronaut",React Native,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 8B,2024,63.0,3,2.5,3500.0,3,0.0,1330,6.7
HealthTech AI,Pre-Seed,Public Beta,"TypeScript, Fastify",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2024,585.0,3,0.2,7500.0,54,7.85,2975,6.0
Creative & Media AI,Series A,Prototype,"Java, Spring Boot + Kafka",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2024,21252.0,13,198.5,92900.0,167,0.0,5742,10.0
HealthTech AI,Seed,MVP,"Java, Quarkus",Next.js,Own AMD GPU cluster,AMD Radeon PRO W7900,CodeLlama 34B,2024,3821.0,7,187.5,35000.0,194,0.0,228,10.0
Gaming AI,Angel,Public Beta,"Node.js, NestJS",Flutter (Dart),Own AMD GPU cluster,ROCm on MI250 cluster,Mixtral 8x7B,2025,281.0,4,19.8,2900.0,4,0.0,972,6.0
Legal & Compliance AI,Bootstrapped,MVP,"Java, Quarkus",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,Mistral 7B,2026,119.0,2,4.3,4100.0,22,0.0,6204,7.0
Logistics & Supply Chain AI,Pre-Seed,MVP,"Node.js, GraphQL",React Native,Fireworks AI API,—,Kimi K2.6,2025,204.0,2,2.3,5700.0,71,167.8,1237,10.0
Developer Tools,Bootstrapped,MVP,"Java, Spring Boot + Kafka",React Native,Own AMD GPU cluster,AMD Radeon PRO W7900,Mixtral 8x7B,2026,69.0,2,0.8,4500.0,166,0.0,993,8.4
HealthTech AI,Seed,Prototype,"TypeScript, Fastify",Vue,Own AMD GPU cluster,ROCm on MI300X cluster,Whisper Large v3,2025,17814.0,10,51.1,146600.0,56,0.0,7198,10.0
Cybersecurity AI,Seed,Private Beta,"TypeScript, Fastify",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,CodeLlama 34B,2025,1770.0,3,39.1,12100.0,32,0.0,536,8.1
Creative & Media AI,Seed,MVP,"Java, Micronaut",React Native,Own AMD GPU cluster,AMD Instinct MI325X,Mistral 7B,2024,3773.0,11,95.8,13400.0,17,0.0,836,10.0
Gaming AI,Series A,MVP,"Java, Micronaut",Svelte,Own AMD GPU cluster,AMD Instinct MI300X,Qwen2.5 32B,2025,56168.0,6,262.9,279400.0,48,0.0,1633,10.0
Gaming AI,Bootstrapped,Private Beta,"TypeScript, Fastify",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2025,15.0,3,2.9,1000.0,13,66.13,2454,7.7
Robotics & Vision AI,Seed,MVP,"Node.js, Express",React,Own AMD GPU cluster,AMD Radeon PRO W7900,Stable Diffusion XL,2026,9293.0,8,56.5,44600.0,5,0.0,412,10.0
Climate & Energy AI,Pre-Seed,Launched,"Node.js, NestJS",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2024,1039.0,3,9.1,8900.0,3,56.8,1288,9.7
Gaming AI,Bootstrapped,MVP,"Node.js, NestJS",React Native,Own AMD GPU cluster,AMD Radeon PRO W7900,Llama 3.1 70B,2025,55.0,2,3.9,4900.0,12,0.0,2745,4.6
HealthTech AI,Pre-Seed,Launched,"Java, Spring Boot + Kafka",Svelte,Fireworks AI API,—,Kimi K2.6,2026,897.0,3,37.6,6600.0,50,15.86,434,6.1
Developer Tools,Seed,Public Beta,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,MiniMax-M2.7,2024,2152.0,8,24.6,18400.0,84,57.41,882,10.0
Enterprise SaaS,Angel,Launched,"TypeScript, Fastify",React Native,Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2023,2693.0,3,51.9,10900.0,14,0.0,9633,9.4
EdTech AI,Pre-Seed,MVP,"TypeScript, Fastify",Svelte,Own AMD GPU cluster,AMD Instinct MI250,Stable Diffusion XL,2023,873.0,4,31.0,9100.0,20,0.0,1494,8.1
Enterprise SaaS,Seed,MVP,"Java, Spring Boot + Kafka",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI325X,CodeLlama 34B,2026,7061.0,10,582.5,36300.0,6,0.0,4171,10.0
Voice & Audio AI,Angel,Public Beta,"Node.js, Express",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2026,2167.0,4,52.3,16800.0,27,4.79,3150,7.6
Creative & Media AI,Seed,Idea / Concept,"Node.js, NestJS",Next.js,Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2024,1528.0,3,57.9,18500.0,103,0.0,1568,9.4
HealthTech AI,Seed,Private Beta,"Java, Micronaut",React,Fireworks AI API,—,GPT-OSS-120B (high),2026,19200.0,8,813.9,101700.0,10,4.08,3462,10.0
Creative & Media AI,Seed,Private Beta,"Node.js, Express",Flutter (Dart),Fireworks AI API,—,GLM 5.1,2026,12322.0,10,1511.3,65400.0,136,95.91,2452,10.0
Enterprise SaaS,Seed,Launched,"TypeScript, Fastify",React Native,Fireworks AI API,—,MiniMax-M2.7,2026,19630.0,7,786.5,167800.0,111,3.59,1292,10.0
FinTech AI,Series A,MVP,"Node.js, GraphQL",React,Own AMD GPU cluster,ROCm on MI300X cluster,Gemma 2 9B,2026,50442.0,15,36.9,241400.0,118,0.0,2914,10.0
Cybersecurity AI,Seed,Idea / Concept,"Node.js, Express",Vue,Fireworks AI API,—,GPT-OSS-120B (high),2024,13932.0,9,111.7,50000.0,160,80.39,1810,10.0
Logistics & Supply Chain AI,Bootstrapped,Idea / Concept,"Node.js, Express",React Native,Fireworks AI API,—,DeepSeek V4 Pro,2025,38.0,2,2.6,4200.0,108,21.54,1519,7.4
Robotics & Vision AI,Seed,MVP,"Node.js, GraphQL",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2025,4984.0,6,62.5,38700.0,17,20.14,3317,10.0
Robotics & Vision AI,Bootstrapped,Prototype,"Java, Spring Boot + Kafka",Flutter (Dart),Own AMD GPU cluster,AMD Radeon PRO W7900,SDXL Turbo,2023,37.0,3,0.9,1800.0,145,0.0,2892,7.4
Voice & Audio AI,Seed,MVP,"Java, Spring Boot + Kafka",React,Own AMD GPU cluster,AMD Instinct MI325X,Gemma 2 9B,2024,3416.0,11,113.2,30100.0,16,0.0,1913,10.0
Legal & Compliance AI,Bootstrapped,Prototype,"Java, Micronaut",Flutter (Dart),Own AMD GPU cluster,AMD Instinct MI250,Gemma 2 9B,2026,27.0,2,0.0,1900.0,76,0.0,450,5.1
Robotics & Vision AI,Bootstrapped,Public Beta,"Java, Quarkus",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2025,141.0,1,17.8,2500.0,107,2.04,3372,6.6
HealthTech AI,Bootstrapped,Prototype,"TypeScript, Fastify",React Native,Own AMD GPU cluster,AMD Instinct MI300X,CodeLlama 34B,2026,141.0,1,11.3,3300.0,3,0.0,5020,6.1
Legal & Compliance AI,Bootstrapped,Public Beta,"TypeScript, Fastify",Svelte,Fireworks AI API,—,MiniMax-M2.7,2025,88.0,3,8.8,1800.0,143,7.6,1389,6.6
E-commerce AI,Seed,Public Beta,"Java, Spring Boot",React Native,Fireworks AI API,—,Kimi K2.5,2024,17493.0,7,468.4,98100.0,66,97.93,921,10.0
HealthTech AI,Bootstrapped,MVP,"Java, Micronaut",Vue,Own AMD GPU cluster,AMD Instinct MI250,Qwen2.5 32B,2024,57.0,3,4.8,3400.0,18,0.0,13535,7.6
Developer Tools,Bootstrapped,Prototype,"Java, Spring Boot + Kafka",Next.js,Fireworks AI API,—,DeepSeek V4 Pro,2024,21.0,2,0.3,2600.0,38,151.88,7321,10.0
Enterprise SaaS,Bootstrapped,Public Beta,"Java, Spring Boot",React,Own AMD GPU cluster,AMD Instinct MI325X,Mistral 7B,2023,131.0,3,3.6,2300.0,140,0.0,727,7.7
E-commerce AI,Pre-Seed,Public Beta,"Node.js, GraphQL",React,Fireworks AI API,—,DeepSeek V4 Pro,2025,604.0,3,31.5,6600.0,63,52.34,1656,7.9
Legal & Compliance AI,Pre-Seed,Public Beta,"TypeScript, Fastify",Flutter (Dart),Fireworks AI API,—,GPT-OSS-120B (high),2025,403.0,2,2.1,5900.0,36,5.02,2283,5.1
EdTech AI,Pre-Seed,Public Beta,"Java, Quarkus",React,Own AMD GPU cluster,ROCm on MI300X cluster,Mixtral 8x7B,2026,1258.0,5,112.6,6000.0,142,0.0,2804,10.0
Robotics & Vision AI,Bootstrapped,Idea / Concept,"Node.js, GraphQL",Next.js,Fireworks AI API,—,GLM 5.1,2025,67.0,1,0.8,3800.0,4,61.8,3445,7.2
Developer Tools,Bootstrapped,Prototype,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Pro,2024,90.0,1,0.2,5300.0,32,278.33,3709,8.8
FinTech AI,Bootstrapped,Launched,"Node.js, GraphQL",React,Fireworks AI API,—,DeepSeek V4 Pro,2025,119.0,2,14.2,1700.0,79,229.99,733,10.0
FinTech AI,Pre-Seed,Public Beta,"TypeScript, Fastify",Svelte,Fireworks AI API,—,DeepSeek V4 Flash,2025,1343.0,3,4.1,8800.0,1,1.3,997,6.5
EdTech AI,Pre-Seed,Private Beta,"Java, Micronaut",React,Own AMD GPU cluster,ROCm on MI300X cluster,Mixtral 8x7B,2025,252.0,2,3.5,4500.0,0,0.0,1227,5.9
Robotics & Vision AI,Pre-Seed,MVP,"Java, Micronaut",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Mixtral 8x7B,2025,1386.0,5,5.5,9100.0,13,0.0,854,6.6
Developer Tools,Bootstrapped,MVP,"Java, Spring Boot",Vue,Own AMD GPU cluster,AMD Instinct MI250,Whisper Large v3,2024,141.0,2,1.1,1900.0,43,0.0,2726,5.1
Logistics & Supply Chain AI,Bootstrapped,MVP,"Node.js, GraphQL",React Native,Fireworks AI API,—,DeepSeek V4 Flash,2025,125.0,1,8.5,2600.0,92,5.64,2297,6.4
Creative & Media AI,Seed,Private Beta,"Node.js, GraphQL",React,Own AMD GPU cluster,ROCm on MI250 cluster,Gemma 2 9B,2026,9532.0,3,790.6,82500.0,5,0.0,4651,10.0
Cybersecurity AI,Seed,Idea / Concept,"Node.js, NestJS",Svelte,Fireworks AI API,—,GPT-OSS-120B (high),2023,16507.0,5,240.8,110300.0,159,80.96,10444,10.0
Cybersecurity AI,Series A,MVP,"Node.js, Express",React,Own AMD GPU cluster,ROCm on MI250 cluster,Whisper Large v3,2026,34995.0,10,51.2,289600.0,16,0.0,2704,10.0
EdTech AI,Series A,Private Beta,"Java, Micronaut",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Whisper Large v3,2026,63956.0,7,1856.3,343500.0,35,0.0,1380,10.0
Cybersecurity AI,Seed,MVP,"Node.js, GraphQL",Flutter (Dart),Fireworks AI API,—,MiniMax-M2.7,2024,9309.0,5,146.7,47400.0,65,51.83,198,10.0
HealthTech AI,Pre-Seed,Launched,"Node.js, Express",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2026,1333.0,2,160.9,14000.0,6,20.33,1875,6.3
Robotics & Vision AI,Bootstrapped,MVP,"Java, Spring Boot",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2024,23.0,2,1.0,3400.0,5,41.19,3175,5.6
FinTech AI,Angel,Launched,"Node.js, NestJS",React Native,Fireworks AI API,—,GLM 5.1,2025,1304.0,6,44.6,9500.0,213,119.65,3202,10.0
HealthTech AI,Angel,Launched,"Java, Quarkus",Svelte,Fireworks AI API,—,GLM 5.1,2024,709.0,4,64.5,4800.0,308,103.39,396,10.0
Legal & Compliance AI,Bootstrapped,MVP,"Node.js, NestJS",Flutter (Dart),Fireworks AI API,—,MiniMax-M2.7,2026,79.0,2,6.1,800.0,14,1.15,8866,5.5
Enterprise SaaS,Bootstrapped,Prototype,"Java, Spring Boot + Kafka",Flutter (Dart),Fireworks AI API,—,Kimi K2.6,2024,29.0,3,1.5,2500.0,70,151.82,3609,9.8
Voice & Audio AI,Angel,Idea / Concept,"Node.js, Express",React,Fireworks AI API,—,GPT-OSS-120B (high),2023,913.0,6,51.6,6200.0,16,93.52,593,10.0
Legal & Compliance AI,Pre-Seed,MVP,"Java, Micronaut",React,Own AMD GPU cluster,ROCm on MI300X cluster,Gemma 2 9B,2023,679.0,3,4.3,6900.0,80,0.0,4823,8.7
EdTech AI,Bootstrapped,Prototype,"Java, Quarkus",Next.js,Own AMD GPU cluster,AMD Instinct MI300X,Llama 3.1 70B,2025,78.0,2,1.4,4900.0,69,0.0,2216,7.6
Climate & Energy AI,Seed,MVP,"Node.js, GraphQL",React,Own AMD GPU cluster,AMD Instinct MI325X,Mistral 7B,2025,11330.0,9,514.1,35900.0,654,0.0,9890,10.0
Developer Tools,Pre-Seed,MVP,"TypeScript, Fastify",React,Own AMD GPU cluster,AMD Radeon PRO W7900,Stable Diffusion XL,2024,847.0,3,55.6,7500.0,43,0.0,1364,8.6
HealthTech AI,Bootstrapped,Prototype,"Node.js, Express",React Native,Fireworks AI API,—,GLM 5.1,2025,106.0,1,5.1,4200.0,42,8.92,500,5.0
Developer Tools,Bootstrapped,Prototype,"Node.js, GraphQL",React Native,Fireworks AI API,—,GPT-OSS-120B (high),2025,49.0,1,0.9,2800.0,12,9.63,328,3.1
Legal & Compliance AI,Pre-Seed,Prototype,"Java, Spring Boot + Kafka",Vue,Fireworks AI API,—,GPT-OSS-120B (high),2025,1422.0,4,164.4,13200.0,10,17.28,1159,8.5
EdTech AI,Bootstrapped,Prototype,"Java, Micronaut",Next.js,Fireworks AI API,—,MiniMax-M2.7,2024,143.0,3,11.3,5500.0,32,34.43,7433,7.7
Creative & Media AI,Bootstrapped,Public Beta,"Java, Spring Boot + Kafka",React Native,Fireworks AI API,—,Kimi K2.6,2025,96.0,3,1.8,1200.0,4,112.92,1639,8.8
Voice & Audio AI,Pre-Seed,Launched,"Node.js, Express",Next.js,Own AMD GPU cluster,AMD Radeon PRO W7900,Qwen2.5 32B,2025,147.0,5,12.9,5100.0,92,0.0,8765,9.1
Cybersecurity AI,Seed,Private Beta,"Node.js, NestJS",Vue,Fireworks AI API,—,DeepSeek V4 Flash,2023,5985.0,10,125.4,44700.0,142,51.83,2596,10.0
FinTech AI,Series A,Public Beta,"Node.js, GraphQL",Flutter (Dart),Fireworks AI API,—,DeepSeek V4 Pro,2026,31043.0,12,100.5,243000.0,115,17.81,10012,10.0
Climate & Energy AI,Angel,Launched,"Java, Spring Boot",Next.js,Own AMD GPU cluster,AMD Instinct MI250,Whisper Large v3,2024,414.0,6,11.0,4000.0,174,0.0,1090,9.9
EdTech AI,Bootstrapped,Prototype,"Java, Spring Boot + Kafka",Vue,Own AMD GPU cluster,AMD Instinct MI325X,Mixtral 8x7B,2025,55.0,2,1.4,4500.0,4,0.0,476,6.7
FinTech AI,Bootstrapped,Public Beta,"Java, Quarkus",Next.js,Fireworks AI API,—,Kimi K2.6,2023,48.0,1,3.8,3700.0,24,94.68,139,7.9
Gaming AI,Pre-Seed,Prototype,"Node.js, Express",Svelte,Own AMD GPU cluster,AMD Instinct MI325X,Qwen2.5 32B,2025,935.0,4,80.3,9200.0,123,0.0,6088,10.0
E-commerce AI,Seed,Prototype,"Java, Spring Boot",Vue,Fireworks AI API,—,DeepSeek V4 Pro,2025,3933.0,4,323.5,32200.0,81,79.79,2019,10.0
